"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","PRASHANT JAIN","Employees/Designated Employees","Equity Shares","672066","0.32",,"84066","210532368","Sell","Equity Shares","588000","0.28","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KRISHAN KUMAR DAGA","Employees/Designated Employees","Equity Shares","49230","0.02",,"675","1655552","Sell","Equity Shares","48555","0.02","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","SHAILESH BANTWAL","Employees/Designated Employees","Equity Shares","12422","0.01",,"2000","1338250","Buy","Equity Shares","14422","0.01","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","KRISHAN KUMAR DAGA","Employees/Designated Employees","Equity Shares","48555","0.02",,"3200","2141200","Buy","Equity Shares","51755","0.02","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","VIKASH AGARWAL","Employees/Designated Employees","Equity Shares","45422","0.02",,"3650","2442306","Buy","Equity Shares","49072","0.02","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","SANKALP BAID","Employees/Designated Employees","Equity Shares","Nil","0",,"3900","3868800","Buy","Equity Shares","3900","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"HDFCAMC","HDFC Asset Management Company Limited","7(2)","SANTOSH PARAB","Employees/Designated Employees","Equity Shares","1902","0",,"2800","1873550","Buy","Equity Shares","4702","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 15:52","https://archives.nseindia.com/corporate/xbrl/IT_1074214_268648_25062020035218_WEB.xml"
"IIFL","IIFL Finance Limited","7(2)","Ardent Impex Pvt Ltd","Promoter Group","Equity Shares","3518904","0.93",,"250000","19914806","Sell","Equity Shares","3268904","0.86","25-Jun-2020","25-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 15:11","https://archives.nseindia.com/corporate/xbrl/IT_1074209_268627_25062020031159_WEB.xml"
"ADANITRANS","Adani Transmission Limited","7(2)","Adani Tradeline LLP (earlier known as Parsa Kente Rail Infra LLP)","Promoter Group","Equity Shares","99491719","9.05",,"5557000","1415100000","Pledge Revoke","Equity Shares","99491719","9.05","24-Jun-2020","24-Jun-2020","25-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 14:56","https://archives.nseindia.com/corporate/xbrl/IT_1074208_268624_25062020025628_WEB.xml"
"NIITTECH","NIIT Technologies Limited","7(2)","Hulst B.V","Promoters","Equity Shares","43807297","70.1",,"1236037","2132163825","Sell","Equity Shares","42571260","70.32","22-Jun-2020","22-Jun-2020","24-Jun-2020","Others","-","-","0","0","0","0","BSE","-","25-Jun-2020 14:48","https://archives.nseindia.com/corporate/xbrl/IT_1074206_268621_25062020024845_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","MITTAL BRIJESHKUMAR JAGDI SHKUMAR","Promoter Group","Equity Shares","1244167","10.59",,"10000","1601800","Sell","Equity Shares","1234167","10.5","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 14:41","https://archives.nseindia.com/corporate/xbrl/IT_1074204_268608_25062020024117_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Pankaj Sonalkar","Employees/Designated Employees","Equity Shares","7824","0",,"3600","1859040","Buy","Equity Shares","11424","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 14:02","https://archives.nseindia.com/corporate/xbrl/IT_1074199_268576_25062020020255_WEB.xml"
"SSWL","Steel Strips Wheels Limited","7(2)","Chandigarh Developers Pvt Ltd","Promoter Group","Equity Shares","569132","3.65",,"200000","85920000","Pledge Revoke","Equity Shares","569132","3.65","24-Jun-2020","24-Jun-2020","25-Jun-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","25-Jun-2020 13:27","https://archives.nseindia.com/corporate/xbrl/IT_1074197_268546_25062020012721_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Sanjay Chougule","Employees/Designated Employees","Equity Shares","95117","0",,"20000","7525876","Sell","Equity Shares","75117","0","24-Jun-2020","24-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 13:11","https://archives.nseindia.com/corporate/xbrl/IT_1074195_268525_25062020011155_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Subhash Subramaniam","Employees/Designated Employees","Equity Shares","15500","0",,"5000","1880000","Sell","Equity Shares","10500","0","23-Jun-2020","23-Jun-2020","25-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 13:11","https://archives.nseindia.com/corporate/xbrl/IT_1074195_268525_25062020011155_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Bhanu Katoch","Other","Equity Shares","15638","0",,"64110","7190981","Buy","Equity Shares","79748","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Richard Liu","Other","Equity Shares","242287","0.03",,"11464","1348075","Buy","Equity Shares","253751","0.03","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Darius Pandole","Employees/Designated Employees","Equity Shares","18438","0",,"9219","943657","Buy","Equity Shares","27657","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Dimplekumar Shah","Other","Equity Shares","160280","0.02",,"29131","2953391","Buy","Equity Shares","189411","0.02","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Gitanjali Mirchandani","Other","Equity Shares","90382","0.01",,"18633","1945153","Buy","Equity Shares","109015","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Gopi Krishna Rachakonda","Other","Equity Shares","3676","0",,"3676","481041","Buy","Equity Shares","7352","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Sandeep Jain","Other","Equity Shares","697247","0.07",,"42555","4473827","Buy","Equity Shares","739802","0.08","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Siddharth Kothari","Employees/Designated Employees","Equity Shares","109873","0.01",,"9219","943657","Buy","Equity Shares","119092","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Suhas Harinarayanan","Other","Equity Shares","31986","0",,"38080","4190446","Buy","Equity Shares","70066","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Angana Gupta","Employees/Designated Employees","Equity Shares","Nil","0",,"480","41827","Buy","Equity Shares","480","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Sonia Dasgupta","Employees/Designated Employees","Equity Shares","658122","0.07",,"44710","4590444","Buy","Equity Shares","702832","0.07","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Vikas Kothari","Employees/Designated Employees","Equity Shares","52952","0.01",,"8410","860848","Buy","Equity Shares","61362","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Anil Salvi","Other","Equity Shares","128725","0.01",,"18282","2115819","Buy","Equity Shares","147007","0.02","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Anisha Bhagat","Employees/Designated Employees","Equity Shares","735","0",,"735","96182","Buy","Equity Shares","1470","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Arjun Mehra","Employees/Designated Employees","Equity Shares","165738","0.02",,"49998","892464","Buy","Equity Shares","215736","0.02","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Sumeetkumar Sureshchand Surana","Employees/Designated Employees","Equity Shares","119627","0.01",,"5275","586011","Buy","Equity Shares","124902","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Swapna Dey","Other","Equity Shares","23967","0",,"17498","2105422","Buy","Equity Shares","41465","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Ujjwal Singh","Other","Equity Shares","2911","0",,"5822","599026","Buy","Equity Shares","8733","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Venugopal Nyalapelli","Employees/Designated Employees","Equity Shares","27453","0",,"11200","279440","Buy","Equity Shares","38653","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Vinit Janardan Rai","Employees/Designated Employees","Equity Shares","54573","0.01",,"6308","645687","Buy","Equity Shares","60881","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Manish Prasad","Other","Equity Shares","181369","0.02",,"53672","6332108","Buy","Equity Shares","235041","0.02","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Rajiv Agarwal","Other","Equity Shares","45850","0",,"11280","982939","Buy","Equity Shares","57130","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Ranganath Char","Other","Equity Shares","334656","0.04",,"116666","2082488","Buy","Equity Shares","451322","0.05","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Ravi Kumar Barla","Other","Equity Shares","Nil","0",,"2832","316009","Buy","Equity Shares","2832","0","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"JMFINANCIL","JM Financial Limited","7(2)","Chaitanya Wagh","Employees/Designated Employees","Equity Shares","132704","0.01",,"5000","181203","Buy","Equity Shares","137704","0.01","19-Jun-2020","19-Jun-2020","23-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 11:59","https://archives.nseindia.com/corporate/xbrl/IT_1074193_268500_25062020115922_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","40302","0",,"700","2028600","Sell","Equity Shares","39602","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Raul Raj Verma","Employees/Designated Employees","Equity Shares","39602","0",,"800","2336000","Sell","Equity Shares","38802","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Ajay Sharda","Employees/Designated Employees","Equity Shares","6385","0",,"3500","10406445","Sell","Equity Shares","2885","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manav Mianwal","Employees/Designated Employees","Equity Shares","4130","0",,"2200","2965050","Buy","Equity Shares","6330","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri M M Muralidharan","Employees/Designated Employees","Equity Shares","195995","0.03",,"1150","3492711","Sell","Equity Shares","194845","0.03","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Ashish Panchal","Employees/Designated Employees","Equity Shares","Nil","0",,"7000","5357590","Buy","Equity Shares","7000","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Ashish Panchal","Employees/Designated Employees","Equity Shares","7000","0",,"7000","21194600","Pledge","Equity Shares","7000","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Pledge Creation","-","-","0","0","0","0","NA","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Deepak Bagati","Employees/Designated Employees","Equity Shares","18551","0",,"18551","57077531","Sell","Equity Shares","Nil","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"BAJFINANCE","Bajaj Finance Limited","7(2)","Shri Manav Mianwal","Employees/Designated Employees","Equity Shares","6330","0",,"2200","6518600","Sell","Equity Shares","4130","0","24-Jun-2020","24-Jun-2020","24-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","25-Jun-2020 10:13","https://archives.nseindia.com/corporate/xbrl/IT_1074191_268467_25062020101345_WEB.xml"
"AARTIDRUGS","Aarti Drugs Limited","7(2)","Dilesh Roadlines Private Limited","Promoter Group","Equity Shares","124696","0.54",,"305","343528","Buy","Equity Shares","125001","0.54","22-Jun-2020","22-Jun-2020","24-Jun-2020","Market Purchase","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:53","https://archives.nseindia.com/corporate/xbrl/IT_1074189_268432_24062020115346_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","Kiran Kumar Gandhirajan","Other","Equity Shares","Nil","0",,"17136","7047180","Buy","Equity Shares","17136","0","23-Jun-2020","23-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","24-Jun-2020 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1074187_268429_24062020114935_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","Vivek Gupta","Employees/Designated Employees","Equity Shares","23552","0.01",,"2636","1084055","Buy","Equity Shares","26188","0.01","23-Jun-2020","23-Jun-2020","24-Jun-2020","ESOP","-","-","0","0","0","0","NA","-","24-Jun-2020 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1074187_268429_24062020114935_WEB.xml"
"SYNGENE","Syngene International Limited","7(2)","Vivek Gupta","Employees/Designated Employees","Equity Shares","24252","0.01",,"700","275688","Sell","Equity Shares","23552","0.01","22-Jun-2020","22-Jun-2020","23-Jun-2020","Market Sale","-","-","0","0","0","0","NSE","-","24-Jun-2020 23:49","https://archives.nseindia.com/corporate/xbrl/IT_1074187_268429_24062020114935_WEB.xml"
